,title,authors,filename,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
1035,Content addressable memory without catastrophic forgetting by heteroassociation with a fixed scaffold,8,Content addressable memory without catastrophic forgetting by heteroassociation with a fixed scaffold,49,192,False,42,104,45,25,0,14,11,4,0,101,15879,1.96,1.8,4.16,0.44,11
1036,Continuous-Time Model-Based Reinforcement Learning,8,Continuous-Time Model-Based Reinforcement Learning,68,107,False,165,52,53,15,19,10,16,0,2,50,9052,4.533333333333333,3.6666666666666665,3.466666666666667,1.0666666666666667,36
1037,Convergence of Proximal Point and Extragradient-Based Methods Beyond Monotonicity: the Case of Negative Comonotonicity,8,Convergence of Proximal Point and Extragradient-Based Methods Beyond Monotonicity the Case of Negative Comonotonicity,70,126,False,240,229,7,28,7,9,5,6,4,117,16285,2.5,0.39285714285714285,8.178571428571429,0.17857142857142858,16
1038,Correct-N-Contrast: A Contrastive Approach for Improving Robustness to Spurious Correlations,8,Correct-N-Contrast A Contrastive Approach for Improving Robustness to Spurious Correlations,88,187,False,281,49,38,38,0,15,20,6,30,91,20336,2.3157894736842106,1.7894736842105263,1.2894736842105263,0.5263157894736842,103
1039,Cross-model Back-translated Distillation for Unsupervised Machine Translation,8,Cross-model Back-translated Distillation for Unsupervised Machine Translation,55,150,False,612,88,54,15,8,12,26,0,48,77,10106,3.6666666666666665,6.8,5.866666666666666,1.7333333333333334,13
1040,DAdaQuant: Doubly-adaptive quantization for communication-efficient Federated Learning,8,DAdaQuant Doubly-adaptive quantization for communication-efficient Federated Learning,34,166,False,63,10,10,16,6,9,12,0,6,85,7877,2.125,1.0,0.625,0.75,26
1043,Decoupling Value and Policy for Generalization in Reinforcement Learning,8,Decoupling Value and Policy for Generalization in Reinforcement Learning,59,1,False,12,0,3,28,0,6,11,4,2,72,15713,2.107142857142857,0.17857142857142858,0.0,0.39285714285714285,75
1044,Deep Probability Estimation,8,Deep Probability Estimation,53,253,False,121,114,76,36,9,24,6,0,24,27,16661,1.4722222222222223,2.7777777777777777,3.1666666666666665,0.16666666666666666,12
1045,Deeply-Debiased Off-Policy Interval Estimation,8,Deeply-Debiased Off-Policy Interval Estimation,62,84,False,129,172,14,24,0,9,24,6,0,46,14029,2.5833333333333335,0.5833333333333334,7.166666666666667,1.0,29
1046,Description Based Text Classification with Reinforcement Learning,8,Description Based Text Classification with Reinforcement Learning,88,178,False,118,28,5,16,10,10,13,0,12,65,12379,5.5,1.0625,1.75,0.8125,60
1047,Differentiable Particle Filtering via Entropy-Regularized Optimal Transport,8,Differentiable Particle Filtering via Entropy-Regularized Optimal Transport,63,95,False,210,314,40,23,0,24,44,0,16,75,13067,2.739130434782609,2.4347826086956523,13.652173913043478,1.9130434782608696,54
1048,Differentially Private Sliced Wasserstein Distance,8,Differentially Private Sliced Wasserstein Distance,32,208,False,109,22,28,15,5,9,15,3,10,50,9225,2.1333333333333333,2.533333333333333,1.4666666666666666,1.0,16
1049,Disambiguation of Weak Supervision leading to Exponential Convergence rates,8,Disambiguation of Weak Supervision leading to Exponential Convergence rates,58,100,False,141,32,13,20,11,9,7,0,0,75,14853,2.9,0.65,1.6,0.35,5
1050,Disentangling by Factorising,8,Disentangling by Factorising,61,81,False,118,40,123,19,0,22,12,4,6,28,11598,3.210526315789474,6.7894736842105265,2.1052631578947367,0.631578947368421,1159
1051,Ditto: Fair and Robust Federated Learning Through Personalization,8,Ditto Fair and Robust Federated Learning Through Personalization,70,128,False,114,176,26,32,19,11,16,2,24,64,19268,2.1875,1.5625,5.5,0.5,533
1052,Domain Adaptation for Time Series Forecasting via Attention Sharing,8,Domain Adaptation for Time Series Forecasting via Attention Sharing,77,222,False,87,30,27,18,7,9,12,0,14,67,10659,4.277777777777778,2.2777777777777777,1.6666666666666667,0.6666666666666666,50
1054,Efficient Dictionary Learning with Gradient Descent,8,Efficient Dictionary Learning with Gradient Descent,41,142,False,100,331,13,49,3,11,22,2,0,51,16104,0.8367346938775511,0.2653061224489796,6.755102040816326,0.4489795918367347,30
1055,Efficient PAC Learning from the Crowd with Pairwise Comparisons,8,Efficient PAC Learning from the Crowd with Pairwise Comparisons,59,126,True,104,93,3,29,0,12,8,3,0,63,15762,2.0344827586206895,0.10344827586206896,3.206896551724138,0.27586206896551724,6
1056,Efficiently Solving MDPs with Stochastic Mirror Descent,8,Efficiently Solving MDPs with Stochastic Mirror Descent,39,152,False,404,720,0,32,6,32,42,4,20,55,14222,1.21875,0.625,22.5,1.3125,59
1057,Entity Divider with Language Grounding in Multi-Agent Reinforcement Learning,8,Entity Divider with Language Grounding in Multi-Agent Reinforcement Learning,31,174,False,80,2,27,17,0,10,11,0,6,76,9399,1.8235294117647058,1.9411764705882353,0.11764705882352941,0.6470588235294118,2
1058,Error Feedback Fixes SignSGD and other Gradient Compression Schemes,8,Error Feedback Fixes SignSGD and other Gradient Compression Schemes,47,137,False,79,78,47,22,17,9,18,0,8,67,10684,2.1363636363636362,2.5,3.5454545454545454,0.8181818181818182,424
1060,Explaining Groups of Points in Low-Dimensional Representations,8,Explaining Groups of Points in Low-Dimensional Representations,29,147,False,34,22,64,15,0,7,11,0,4,62,9921,1.9333333333333333,4.533333333333333,1.4666666666666666,0.7333333333333333,23
1061,Extended Unconstrained Features Model for Exploring Deep Neural Collapse,8,Extended Unconstrained Features Model for Exploring Deep Neural Collapse,29,202,False,57,148,52,27,0,15,6,0,0,72,15541,1.0740740740740742,1.9259259259259258,5.481481481481482,0.2222222222222222,65
1062,Fair Regression: Quantitative Definitions and Reduction-based Algorithms,8,Fair Regression Quantitative Definitions and Reduction-based Algorithms,37,176,False,116,134,9,18,9,15,9,0,2,71,12700,2.0555555555555554,0.6111111111111112,7.444444444444445,0.5,185
1063,"Fast Incremental von Neumann Graph Entropy Computation: Theory, Algorithm, and Applications",8,Fast Incremental von Neumann Graph Entropy Computation Theory Algorithm and Applications,67,175,False,116,38,38,18,2,21,5,0,10,88,12302,3.7222222222222223,2.6666666666666665,2.111111111111111,0.2777777777777778,21
1064,Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam,8,Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam,62,1,False,153,160,36,26,0,23,22,0,8,71,16218,2.3846153846153846,1.6923076923076923,6.153846153846154,0.8461538461538461,233
1065,Feature-map-level Online Adversarial Knowledge Distillation,8,Feature-map-level Online Adversarial Knowledge Distillation,27,188,False,70,18,18,13,0,10,11,0,14,59,7984,2.076923076923077,2.4615384615384617,1.3846153846153846,0.8461538461538461,106
1067,Finite-Sample Analysis of Off-Policy Natural Actor-Critic Algorithm,8,Finite-Sample Analysis of Off-Policy Natural Actor-Critic Algorithm,85,125,False,131,124,9,29,4,8,25,15,2,67,14319,2.9310344827586206,0.3793103448275862,4.275862068965517,0.8620689655172413,25
1068,Flowformer: Linearizing Transformers with Conservation Flows,8,Flowformer Linearizing Transformers with Conservation Flows,57,201,False,231,36,27,17,5,10,16,0,22,59,10071,3.3529411764705883,2.8823529411764706,2.1176470588235294,0.9411764705882353,45
1069,From Importance Sampling to Doubly Robust Policy Gradient,8,From Importance Sampling to Doubly Robust Policy Gradient,17,111,False,54,50,0,27,10,7,8,0,2,57,13934,0.6296296296296297,0.07407407407407407,1.8518518518518519,0.2962962962962963,17
1070,Functional Output Regression with Infimal Convolution: Exploring the Huber and ε-insensitive Losses,8,Functional Output Regression with Infimal Convolution Exploring the Huber and ε-insensitive Losses,38,103,False,96,143,34,24,14,10,21,3,10,98,13551,1.5833333333333333,1.8333333333333333,5.958333333333333,0.875,2
1071,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts,8,GLaM Efficient Scaling of Language Models with Mixture-of-Experts,108,134,False,288,0,76,23,16,32,20,0,56,65,15113,4.695652173913044,5.739130434782608,0.0,0.8695652173913043,447
1072,"General-purpose, long-context autoregressive modeling with Perceiver AR",8,General-purpose long-context autoregressive modeling with Perceiver AR,77,130,True,103,14,171,24,0,16,25,4,26,71,14393,3.2083333333333335,8.208333333333334,0.5833333333333334,1.0416666666666667,55
1073,Generalized Reductions: Making any Hierarchical Clustering Fair and Balanced with Low Cost,8,Generalized Reductions Making any Hierarchical Clustering Fair and Balanced with Low Cost,40,130,False,57,54,102,25,8,14,14,0,4,89,15153,1.6,4.24,2.16,0.56,2
1074,Generative Flows with Matrix Exponential,8,Generative Flows with Matrix Exponential,29,116,False,72,52,16,10,0,8,11,0,12,40,6295,2.9,2.8,5.2,1.1,4
1075,Global Convergence of Policy Gradient Methods for the Linear Quadratic Regulator,8,Global Convergence of Policy Gradient Methods for the Linear Quadratic Regulator,60,143,False,123,211,3,38,1,11,18,2,0,80,14971,1.5789473684210527,0.07894736842105263,5.552631578947368,0.47368421052631576,511
1076,Gradient Descent on Neurons and its Link to Approximate Second-Order Optimization,8,Gradient Descent on Neurons and its Link to Approximate Second-Order Optimization,78,140,False,154,44,66,37,0,20,31,5,2,81,20124,2.108108108108108,1.837837837837838,1.1891891891891893,0.8378378378378378,13
1077,Graph-Coupled Oscillator Networks,8,Graph-Coupled Oscillator Networks,72,165,False,164,196,9,22,9,9,11,2,18,33,12512,3.272727272727273,1.2272727272727273,8.909090909090908,0.5,63
1078,Guarantees for Spectral Clustering with Fairness Constraints,8,Guarantees for Spectral Clustering with Fairness Constraints,57,115,False,142,242,36,27,1,13,2,0,0,60,19628,2.111111111111111,1.3333333333333333,8.962962962962964,0.07407407407407407,128
1079,Hierarchical Imitation and Reinforcement Learning,8,Hierarchical Imitation and Reinforcement Learning,38,124,False,82,44,43,14,0,3,8,5,6,49,10503,2.7142857142857144,3.5,3.142857142857143,0.5714285714285714,171
1080,Homomorphic Sensing,8,Homomorphic Sensing,36,167,False,62,24,14,8,0,4,10,5,0,19,8196,4.5,1.75,3.0,1.25,42
1081,How to Solve Fair k-Center in Massive Data Models,8,How to Solve Fair k-Center in Massive Data Models,24,174,False,23,13,16,19,8,9,7,0,8,49,10261,1.263157894736842,1.263157894736842,0.6842105263157895,0.3684210526315789,36
1082,ILLUME: Rationalizing Vision-Language Models through Human Interactions,8,ILLUME Rationalizing Vision-Language Models through Human Interactions,46,133,True,55,2,26,17,2,17,8,0,22,70,11730,2.7058823529411766,2.823529411764706,0.11764705882352941,0.47058823529411764,2
1084,Improved Convergence for $\ell_\infty$ and $\ell_1$ Regression via Iteratively Reweighted Least Squares,8,Improved Convergence for ell_infty and ell_1 Regression via Iteratively Reweighted Least Squares,27,156,False,17,90,10,22,9,9,13,0,0,96,9897,1.2272727272727273,0.45454545454545453,4.090909090909091,0.5909090909090909,2
1085,Improving Generative Imagination in Object-Centric World Models,8,Improving Generative Imagination in Object-Centric World Models,52,168,False,104,28,37,21,0,12,22,5,20,63,10916,2.4761904761904763,2.7142857142857144,1.3333333333333333,1.0476190476190477,62
1086,Improving the Gating Mechanism of Recurrent Neural Networks,8,Improving the Gating Mechanism of Recurrent Neural Networks,60,174,False,159,48,49,19,13,11,23,0,10,59,13028,3.1578947368421053,3.1052631578947367,2.526315789473684,1.2105263157894737,2
1087,Inductive Relation Prediction by Subgraph Reasoning,8,Inductive Relation Prediction by Subgraph Reasoning,37,158,False,74,30,6,13,1,12,7,0,26,51,8398,2.8461538461538463,2.4615384615384617,2.3076923076923075,0.5384615384615384,277
1089,Interpretable Neural Networks with Frank-Wolfe: Sparse Relevance Maps and Relevance Orderings,8,Interpretable Neural Networks with Frank-Wolfe Sparse Relevance Maps and Relevance Orderings,58,81,False,0,36,46,18,14,8,5,2,0,92,10835,3.2222222222222223,2.5555555555555554,2.0,0.2777777777777778,8
1090,Invariant Ancestry Search,8,Invariant Ancestry Search,52,122,False,140,66,45,38,4,14,26,0,4,25,16211,1.368421052631579,1.2894736842105263,1.736842105263158,0.6842105263157895,4
1092,Kernel Continual Learning,8,Kernel Continual Learning,59,173,False,79,40,30,14,8,7,10,0,12,25,8485,4.214285714285714,3.0,2.857142857142857,0.7142857142857143,31
1093,LIDL: Local Intrinsic Dimension Estimation Using Approximate Likelihood,8,LIDL Local Intrinsic Dimension Estimation Using Approximate Likelihood,45,143,True,76,100,69,27,7,13,19,0,8,70,12614,1.6666666666666667,2.8518518518518516,3.7037037037037037,0.7037037037037037,16
1094,Large Scale Private Learning via Low-rank Reparametrization,8,Large Scale Private Learning via Low-rank Reparametrization,64,171,False,87,30,18,13,0,11,15,0,10,59,9770,4.923076923076923,2.1538461538461537,2.3076923076923075,1.1538461538461537,71
1095,LeanResNet: A Low-cost yet Effective Convolutional Residual Networks,8,LeanResNet A Low-cost yet Effective Convolutional Residual Networks,36,160,False,21,8,2,5,1,5,1,0,4,67,3292,7.2,1.2,1.6,0.2,3
1096,Learning Curves for Analysis of Deep Networks,8,Learning Curves for Analysis of Deep Networks,40,88,False,127,12,0,14,0,11,10,0,2,45,10211,2.857142857142857,0.14285714285714285,0.8571428571428571,0.7142857142857143,21
1098,Learning Maximum-A-Posteriori Perturbation Models for Structured Prediction in Polynomial Time,8,Learning Maximum-A-Posteriori Perturbation Models for Structured Prediction in Polynomial Time,19,92,False,30,74,4,14,3,8,3,0,0,94,6950,1.3571428571428572,0.2857142857142857,5.285714285714286,0.21428571428571427,3
1099,"Learning Representations by Humans, for Humans",8,Learning Representations by Humans for Humans,103,1,False,48,9,38,22,14,12,24,17,6,46,13103,4.681818181818182,2.0,0.4090909090909091,1.0909090909090908,26
1101,Learning the Reward Function for a Misspecified Model,8,Learning the Reward Function for a Misspecified Model,36,138,False,74,68,11,13,0,8,6,3,0,53,9494,2.769230769230769,0.8461538461538461,5.230769230769231,0.46153846153846156,10
1102,Learning to Optimize Multigrid PDE Solvers,8,Learning to Optimize Multigrid PDE Solvers,34,1,True,22,107,22,11,9,6,5,0,8,42,8426,3.090909090909091,2.727272727272727,9.727272727272727,0.45454545454545453,93
1104,Leveraging Well-Conditioned Bases: Streaming and Distributed Summaries in Minkowski p-Norms,8,Leveraging Well-Conditioned Bases Streaming and Distributed Summaries in Minkowski p-Norms,22,115,False,50,76,34,16,0,15,2,0,0,90,12594,1.375,2.125,4.75,0.125,11
1106,Lookahead-Bounded Q-Learning,8,Lookahead-Bounded Q-Learning,36,137,False,88,232,32,29,2,10,17,2,2,28,17287,1.2413793103448276,1.1724137931034482,8.0,0.5862068965517241,7
1107,Lyapunov Functions for First-Order Methods: Tight Automated Convergence Guarantees,8,Lyapunov Functions for First-Order Methods Tight Automated Convergence Guarantees,25,77,False,52,168,8,13,8,13,10,0,0,81,9128,1.9230769230769231,0.6153846153846154,12.923076923076923,0.7692307692307693,41
1109,Maximum Entropy Gain Exploration for Long Horizon Multi-goal Reinforcement Learning,8,Maximum Entropy Gain Exploration for Long Horizon Multi-goal Reinforcement Learning,81,120,False,202,66,59,24,24,14,12,0,2,83,16067,3.375,2.5416666666666665,2.75,0.5,100
1111,Metric-Optimized Example Weights,8,Metric-Optimized Example Weights,54,110,False,55,70,24,12,2,7,11,0,6,32,8979,4.5,2.5,5.833333333333333,0.9166666666666666,14
1112,Mitigating Neural Network Overconfidence with Logit Normalization,8,Mitigating Neural Network Overconfidence with Logit Normalization,69,140,False,77,24,18,14,1,14,5,0,18,65,9457,4.928571428571429,2.5714285714285716,1.7142857142857142,0.35714285714285715,150
1113,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,8,Model soups averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,119,233,False,212,43,68,34,9,19,13,6,20,111,19687,3.5,2.588235294117647,1.2647058823529411,0.38235294117647056,475
1115,More Information Supervised Probabilistic Deep Face Embedding Learning,8,More Information Supervised Probabilistic Deep Face Embedding Learning,52,149,False,81,30,15,11,0,5,7,0,12,70,7123,4.7272727272727275,2.4545454545454546,2.727272727272727,0.6363636363636364,1
