,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
1399,60,182,False,70,14,24,13,0,8,14,0,12,49,9504,4.615384615384615,2.769230769230769,1.0769230769230769,1.0769230769230769,38
1400,41,85,False,39,22,12,13,12,12,14,3,0,46,9135,3.1538461538461537,0.9230769230769231,1.6923076923076923,1.0769230769230769,2
1401,70,119,False,122,80,38,22,0,13,27,6,10,60,16191,3.1818181818181817,2.1818181818181817,3.6363636363636362,1.2272727272727273,66
1402,43,424,False,240,140,38,10,14,12,18,14,20,57,7694,4.3,5.8,14.0,1.8,128
1404,48,104,False,58,44,19,14,7,10,7,3,16,91,10186,3.4285714285714284,2.5,3.142857142857143,0.5,32
1405,37,152,False,32,7,8,33,0,14,19,0,0,59,18084,1.121212121212121,0.24242424242424243,0.21212121212121213,0.5757575757575758,32
1406,88,160,False,138,16,33,29,21,13,3,0,0,49,14584,3.0344827586206895,1.1379310344827587,0.5517241379310345,0.10344827586206896,2
1407,34,142,False,41,127,14,21,0,9,8,0,2,46,6732,1.619047619047619,0.7619047619047619,6.0476190476190474,0.38095238095238093,25
1408,59,155,False,73,36,12,14,0,11,4,0,2,57,8784,4.214285714285714,1.0,2.5714285714285716,0.2857142857142857,29
1409,47,175,False,45,186,26,19,1,18,17,7,2,74,11880,2.473684210526316,1.4736842105263157,9.789473684210526,0.8947368421052632,0
1410,92,195,False,200,194,67,30,0,16,10,0,6,81,15190,3.066666666666667,2.433333333333333,6.466666666666667,0.3333333333333333,28
1411,50,112,False,69,66,28,15,0,13,7,0,6,63,9207,3.3333333333333335,2.2666666666666666,4.4,0.4666666666666667,3773
1412,32,1,False,218,100,60,16,0,16,22,10,16,56,9146,2.0,4.75,6.25,1.375,19
1413,51,128,False,61,6,24,30,0,6,6,0,2,47,15093,1.7,0.8666666666666667,0.2,0.2,441
1414,44,146,False,112,68,76,20,0,11,4,0,8,51,10825,2.2,4.2,3.4,0.2,17
1415,52,228,False,107,36,18,13,16,12,8,0,8,72,9217,4.0,2.0,2.769230769230769,0.6153846153846154,6
1416,35,164,False,63,1,37,12,0,11,10,0,4,51,8116,2.9166666666666665,3.4166666666666665,0.08333333333333333,0.8333333333333334,239
1417,24,130,False,36,36,12,9,0,9,2,0,4,69,6399,2.6666666666666665,1.7777777777777777,4.0,0.2222222222222222,14
1418,49,131,True,76,104,25,18,0,15,6,0,6,69,11143,2.7222222222222223,1.7222222222222223,5.777777777777778,0.3333333333333333,22
1419,67,2,False,111,115,77,29,0,11,20,0,4,105,15059,2.310344827586207,2.793103448275862,3.9655172413793105,0.6896551724137931,19
1420,37,204,False,79,18,31,10,0,7,7,0,2,40,6742,3.7,3.3,1.8,0.7,115
1421,39,110,False,92,171,2,22,8,9,11,0,0,76,11971,1.7727272727272727,0.09090909090909091,7.7727272727272725,0.5,67
1422,70,154,False,135,229,16,36,0,23,7,0,14,73,20579,1.9444444444444444,0.8333333333333334,6.361111111111111,0.19444444444444445,10
1424,47,137,False,119,244,44,25,8,12,16,0,2,58,13456,1.88,1.84,9.76,0.64,27
1426,48,138,True,116,68,14,14,0,12,7,0,4,62,8790,3.4285714285714284,1.2857142857142858,4.857142857142857,0.5,217
1427,26,75,False,56,66,12,17,2,5,10,0,0,59,8527,1.5294117647058822,0.7058823529411765,3.8823529411764706,0.5882352941176471,16
1428,96,126,False,194,166,98,36,15,17,15,3,8,57,18792,2.6666666666666665,2.9444444444444446,4.611111111111111,0.4166666666666667,1647
1429,61,163,False,77,262,18,31,7,15,14,2,4,62,13030,1.967741935483871,0.7096774193548387,8.451612903225806,0.45161290322580644,31
1431,34,183,False,69,5,28,15,15,10,8,0,2,43,8916,2.2666666666666666,2.0,0.3333333333333333,0.5333333333333333,4
1432,43,142,False,94,42,23,11,0,8,6,2,8,54,7349,3.909090909090909,2.8181818181818183,3.8181818181818183,0.5454545454545454,20
1433,54,190,False,67,18,32,15,0,12,12,0,0,57,8862,3.6,2.1333333333333333,1.2,0.8,20
1434,46,192,False,124,26,17,19,0,13,21,0,8,76,13374,2.4210526315789473,1.3157894736842106,1.368421052631579,1.105263157894737,59
1436,30,85,False,54,114,14,13,0,12,8,0,2,58,9356,2.3076923076923075,1.2307692307692308,8.76923076923077,0.6153846153846154,9
1437,55,129,False,63,254,14,27,0,12,2,0,0,94,11276,2.037037037037037,0.5185185185185185,9.407407407407407,0.07407407407407407,44
1438,36,139,False,62,69,3,13,6,13,11,3,6,36,9345,2.769230769230769,0.6923076923076923,5.3076923076923075,0.8461538461538461,19
1439,57,1,False,83,263,16,43,19,16,14,2,20,108,17447,1.3255813953488371,0.8372093023255814,6.116279069767442,0.32558139534883723,7
1440,36,131,False,31,77,22,14,0,9,10,0,10,64,8300,2.5714285714285716,2.2857142857142856,5.5,0.7142857142857143,60
1441,19,166,False,25,80,19,13,0,9,16,0,0,44,8254,1.4615384615384615,1.4615384615384615,6.153846153846154,1.2307692307692308,89
1442,43,160,False,111,236,20,26,0,13,13,0,4,71,15691,1.6538461538461537,0.9230769230769231,9.076923076923077,0.5,4
1443,66,158,False,166,142,25,28,4,12,13,1,10,71,16496,2.357142857142857,1.25,5.071428571428571,0.4642857142857143,50
1444,53,28,False,12,0,3,19,0,6,12,4,2,26,12092,2.789473684210526,0.2631578947368421,0.0,0.631578947368421,16
1445,77,150,False,97,177,2,28,11,13,13,0,6,78,15007,2.75,0.2857142857142857,6.321428571428571,0.4642857142857143,86
1447,27,110,False,91,20,25,13,10,10,13,2,18,76,9588,2.076923076923077,3.3076923076923075,1.5384615384615385,1.0,18
1448,27,217,False,28,91,6,13,9,10,6,1,0,70,10936,2.076923076923077,0.46153846153846156,7.0,0.46153846153846156,12
1449,66,95,False,83,152,28,22,0,13,5,0,0,82,11198,3.0,1.2727272727272727,6.909090909090909,0.22727272727272727,7
1450,54,165,False,23,14,20,23,3,7,12,0,2,66,12858,2.347826086956522,0.9565217391304348,0.6086956521739131,0.5217391304347826,6
1452,13,160,False,27,16,12,21,3,8,8,0,0,97,6975,0.6190476190476191,0.5714285714285714,0.7619047619047619,0.38095238095238093,2
1453,26,1,False,143,20,23,12,10,22,34,4,36,74,7571,2.1666666666666665,4.916666666666667,1.6666666666666667,2.8333333333333335,176
1454,38,158,False,85,66,36,26,2,8,15,0,2,71,8518,1.4615384615384615,1.4615384615384615,2.5384615384615383,0.5769230769230769,14
1455,49,136,False,123,82,58,15,0,10,11,0,14,67,12469,3.2666666666666666,4.8,5.466666666666667,0.7333333333333333,91
1456,42,111,False,158,1032,20,52,30,26,28,0,0,58,21348,0.8076923076923077,0.38461538461538464,19.846153846153847,0.5384615384615384,15
1457,46,180,False,46,48,30,19,0,14,9,0,8,91,9168,2.4210526315789473,2.0,2.526315789473684,0.47368421052631576,29
1458,66,99,False,292,20,3,15,18,10,24,1,10,68,11040,4.4,0.8666666666666667,1.3333333333333333,1.6,43
1459,57,120,False,64,9,0,10,10,8,8,2,2,38,8445,5.7,0.2,0.9,0.8,36
1460,42,140,False,66,64,13,20,8,10,12,0,0,83,11133,2.1,0.65,3.2,0.6,2
1461,37,181,True,34,76,13,25,0,7,14,8,4,45,11004,1.48,0.68,3.04,0.56,108
1462,37,193,False,63,494,32,30,0,10,10,7,0,93,16022,1.2333333333333334,1.0666666666666667,16.466666666666665,0.3333333333333333,28
1464,52,180,False,149,12,107,21,28,10,11,0,28,90,12529,2.4761904761904763,6.428571428571429,0.5714285714285714,0.5238095238095238,8
1465,64,158,False,83,0,24,14,18,12,7,2,12,35,9195,4.571428571428571,2.5714285714285716,0.0,0.5,73
1467,42,223,False,62,16,18,10,17,7,8,0,8,61,7134,4.2,2.6,1.6,0.8,23
1468,59,180,False,81,18,38,23,0,16,14,0,16,69,16348,2.5652173913043477,2.347826086956522,0.782608695652174,0.6086956521739131,99
1469,50,150,False,71,100,25,14,0,10,8,0,10,69,9672,3.5714285714285716,2.5,7.142857142857143,0.5714285714285714,17
1471,94,191,False,212,148,61,36,0,17,25,0,2,64,21461,2.611111111111111,1.75,4.111111111111111,0.6944444444444444,4
1472,39,113,False,46,110,21,13,0,11,8,0,4,89,9355,3.0,1.9230769230769231,8.461538461538462,0.6153846153846154,69
1473,43,165,False,58,54,66,22,0,12,19,2,10,80,11319,1.9545454545454546,3.4545454545454546,2.4545454545454546,0.8636363636363636,0
1474,53,163,False,54,118,24,18,0,6,14,0,2,83,11370,2.9444444444444446,1.4444444444444444,6.555555555555555,0.7777777777777778,30
1475,37,165,False,0,92,66,23,0,17,19,2,6,66,17682,1.608695652173913,3.130434782608696,4.0,0.8260869565217391,39
1476,42,154,False,136,25,12,10,3,9,7,5,16,68,9453,4.2,2.8,2.5,0.7,153
1477,44,150,False,89,22,24,13,0,10,5,0,8,81,8114,3.3846153846153846,2.4615384615384617,1.6923076923076923,0.38461538461538464,19
1478,26,177,False,127,16,147,9,4,6,5,6,4,59,5642,2.888888888888889,16.77777777777778,1.7777777777777777,0.5555555555555556,124
1479,58,1,False,118,170,3,26,16,9,12,6,0,95,15523,2.230769230769231,0.11538461538461539,6.538461538461538,0.46153846153846156,1
1480,47,146,False,74,112,31,28,30,9,20,0,20,92,14783,1.6785714285714286,1.8214285714285714,4.0,0.7142857142857143,6
1481,42,168,True,45,18,44,22,0,14,14,6,10,88,11457,1.9090909090909092,2.4545454545454546,0.8181818181818182,0.6363636363636364,1377
1482,106,148,False,139,202,37,42,9,16,22,6,2,99,28375,2.5238095238095237,0.9285714285714286,4.809523809523809,0.5238095238095238,24
1483,45,171,True,192,285,0,42,22,9,20,0,0,74,27556,1.0714285714285714,0.0,6.785714285714286,0.47619047619047616,14
1484,67,140,False,176,100,59,32,28,10,21,0,20,69,19356,2.09375,2.46875,3.125,0.65625,21
1485,30,185,True,33,286,20,18,0,13,12,0,0,71,11038,1.6666666666666667,1.1111111111111112,15.88888888888889,0.6666666666666666,75
1486,39,131,False,69,24,15,12,0,6,19,6,10,51,7808,3.25,2.0833333333333335,2.0,1.5833333333333333,251
1487,34,178,False,58,26,9,10,5,9,13,0,8,75,8120,3.4,1.7,2.6,1.3,233
1488,60,170,False,72,124,71,33,0,22,23,5,10,53,16762,1.8181818181818181,2.4545454545454546,3.757575757575758,0.696969696969697,3
1490,34,159,False,39,398,14,35,24,10,11,0,0,102,14799,0.9714285714285714,0.4,11.371428571428572,0.3142857142857143,4
1491,60,143,False,103,88,3,19,0,12,7,0,0,61,12473,3.1578947368421053,0.15789473684210525,4.631578947368421,0.3684210526315789,27
1494,31,147,False,110,8,24,12,0,10,7,0,8,93,8419,2.5833333333333335,2.6666666666666665,0.6666666666666666,0.5833333333333334,312
1495,56,161,False,172,174,75,29,14,12,14,3,16,57,17186,1.9310344827586208,3.1379310344827585,6.0,0.4827586206896552,143
1497,57,171,False,7,136,4,29,14,15,23,0,0,50,14751,1.9655172413793103,0.13793103448275862,4.689655172413793,0.7931034482758621,5
1498,33,123,False,35,8,29,20,0,13,12,4,10,51,9962,1.65,1.95,0.4,0.6,40
1499,52,130,False,77,12,39,18,0,14,19,0,4,46,10117,2.888888888888889,2.388888888888889,0.6666666666666666,1.0555555555555556,47
1500,21,152,False,33,14,16,17,0,5,7,0,0,28,6858,1.2352941176470589,0.9411764705882353,0.8235294117647058,0.4117647058823529,13
1502,67,159,False,151,292,36,33,0,12,19,10,0,67,21758,2.0303030303030303,1.0909090909090908,8.848484848484848,0.5757575757575758,1
1503,63,141,True,150,46,46,15,15,12,9,0,12,59,11152,4.2,3.8666666666666667,3.066666666666667,0.6,31
1504,46,176,False,97,124,84,26,0,15,25,0,4,37,13376,1.7692307692307692,3.3846153846153846,4.769230769230769,0.9615384615384616,73
1505,47,149,False,66,42,15,10,0,5,10,0,20,41,7357,4.7,3.5,4.2,1.0,44
1506,63,161,True,126,10,38,17,0,14,8,0,30,92,10378,3.7058823529411766,4.0,0.5882352941176471,0.47058823529411764,22
1509,39,89,False,88,42,9,11,0,7,9,4,2,87,8925,3.5454545454545454,1.0,3.8181818181818183,0.8181818181818182,27
1510,26,106,False,66,12,99,15,12,8,6,0,4,51,5365,1.7333333333333334,6.866666666666666,0.8,0.4,86
1511,63,164,False,19,32,29,23,0,14,4,0,4,91,11303,2.739130434782609,1.434782608695652,1.391304347826087,0.17391304347826086,159
1512,63,178,False,109,78,13,17,0,11,26,3,28,62,10479,3.7058823529411766,2.411764705882353,4.588235294117647,1.5294117647058822,3
1514,69,1,False,144,183,43,38,4,16,27,9,6,93,21330,1.8157894736842106,1.2894736842105263,4.815789473684211,0.7105263157894737,47
1515,55,169,False,65,120,10,14,3,9,8,1,0,51,9332,3.9285714285714284,0.7142857142857143,8.571428571428571,0.5714285714285714,5
1516,45,132,False,45,62,33,10,0,5,9,0,8,86,6857,4.5,4.1,6.2,0.9,6
1518,31,200,False,85,68,0,27,6,6,6,2,0,57,13211,1.1481481481481481,0.0,2.5185185185185186,0.2222222222222222,12
1519,61,97,False,82,40,42,23,4,14,16,3,8,43,16553,2.652173913043478,2.1739130434782608,1.7391304347826086,0.6956521739130435,8
1520,61,140,False,147,23,79,15,8,23,14,0,12,67,9742,4.066666666666666,6.066666666666666,1.5333333333333334,0.9333333333333333,12
1521,52,152,True,258,428,36,19,0,18,20,4,16,65,12262,2.736842105263158,2.736842105263158,22.526315789473685,1.0526315789473684,34
1522,53,175,False,149,16,41,14,34,10,17,4,20,65,9015,3.7857142857142856,4.357142857142857,1.1428571428571428,1.2142857142857142,28
1523,42,133,False,184,172,62,24,0,18,42,0,4,54,11627,1.75,2.75,7.166666666666667,1.75,19
1525,45,247,False,109,124,3,25,3,10,7,2,12,71,11703,1.8,0.6,4.96,0.28,8
1526,33,197,False,65,49,44,13,20,9,10,0,0,61,9386,2.5384615384615383,3.3846153846153846,3.769230769230769,0.7692307692307693,352
1527,35,226,False,52,8,16,12,0,7,7,1,4,85,7663,2.9166666666666665,1.6666666666666667,0.6666666666666666,0.5833333333333334,59
1528,35,135,False,109,56,10,14,0,11,13,2,0,52,10035,2.5,0.7142857142857143,4.0,0.9285714285714286,150
1529,31,143,False,96,204,6,28,38,34,24,2,0,50,11016,1.1071428571428572,0.21428571428571427,7.285714285714286,0.8571428571428571,6
1530,38,134,False,54,115,0,13,0,7,6,0,0,46,8946,2.923076923076923,0.0,8.846153846153847,0.46153846153846156,26
1532,43,183,False,142,142,40,22,0,12,9,0,4,72,12766,1.9545454545454546,2.0,6.454545454545454,0.4090909090909091,12
1533,60,138,False,100,140,14,16,9,7,8,3,16,64,10141,3.75,1.875,8.75,0.5,203
1534,50,135,False,88,124,27,22,0,12,19,4,16,74,11838,2.272727272727273,1.9545454545454546,5.636363636363637,0.8636363636363636,20
1535,37,136,False,104,32,12,10,0,8,18,0,6,73,7101,3.7,1.8,3.2,1.8,28
1536,42,171,True,40,72,9,11,0,9,12,2,6,71,7743,3.8181818181818183,1.3636363636363635,6.545454545454546,1.0909090909090908,36
1537,38,28,False,116,36,9,11,24,12,20,6,12,43,7570,3.4545454545454546,1.9090909090909092,3.272727272727273,1.8181818181818181,25
1538,65,160,False,137,14,28,16,21,9,12,0,16,35,10769,4.0625,2.75,0.875,0.75,64
1539,66,163,False,120,573,3,64,58,9,20,12,2,91,35654,1.03125,0.078125,8.953125,0.3125,65
1540,42,92,False,60,40,19,17,0,11,20,0,4,59,8696,2.4705882352941178,1.3529411764705883,2.3529411764705883,1.1764705882352942,16
1541,54,120,True,167,142,6,22,0,11,14,9,8,40,13555,2.4545454545454546,0.6363636363636364,6.454545454545454,0.6363636363636364,11
1543,23,248,False,44,58,14,21,1,8,1,0,4,52,9948,1.0952380952380953,0.8571428571428571,2.761904761904762,0.047619047619047616,13
1544,32,118,False,79,25,3,10,1,5,7,6,2,77,7556,3.2,0.5,2.5,0.7,272
1545,80,214,False,199,60,18,16,18,10,10,3,0,70,10898,5.0,1.125,3.75,0.625,23
1546,41,172,False,132,196,2,31,0,13,11,0,0,82,13196,1.3225806451612903,0.06451612903225806,6.32258064516129,0.3548387096774194,120
1547,33,161,True,92,72,109,18,17,13,23,1,16,98,11562,1.8333333333333333,6.944444444444445,4.0,1.2777777777777777,596
1548,92,115,False,189,157,111,38,24,11,22,3,16,84,20170,2.4210526315789473,3.3421052631578947,4.131578947368421,0.5789473684210527,85
1549,30,125,False,42,24,26,14,0,5,10,0,2,82,6195,2.142857142857143,2.0,1.7142857142857142,0.7142857142857143,61
1550,42,202,False,89,96,58,23,0,11,16,3,4,61,10195,1.826086956521739,2.6956521739130435,4.173913043478261,0.6956521739130435,26
1551,38,240,False,119,36,72,15,0,13,7,3,0,42,8401,2.533333333333333,4.8,2.4,0.4666666666666667,18
1552,72,212,False,80,19,83,28,0,20,11,0,2,46,16300,2.5714285714285716,3.0357142857142856,0.6785714285714286,0.39285714285714285,24
1554,58,123,False,64,30,18,14,1,10,11,0,8,54,8636,4.142857142857143,1.8571428571428572,2.142857142857143,0.7857142857142857,96
1555,71,1,False,83,27,24,16,0,10,20,0,14,82,9999,4.4375,2.375,1.6875,1.25,29
1556,35,0,False,74,37,6,53,7,6,11,0,2,59,26751,0.660377358490566,0.1509433962264151,0.6981132075471698,0.20754716981132076,6
1557,62,159,False,81,8,31,15,0,8,12,10,14,53,10672,4.133333333333334,3.0,0.5333333333333333,0.8,11
1558,37,149,False,45,453,12,36,3,7,14,2,0,37,17008,1.0277777777777777,0.3333333333333333,12.583333333333334,0.3888888888888889,2
1559,44,115,False,144,30,29,13,3,10,9,0,10,101,9071,3.3846153846153846,3.0,2.3076923076923075,0.6923076923076923,8
1560,52,152,False,70,144,20,23,0,9,11,1,0,106,11650,2.260869565217391,0.8695652173913043,6.260869565217392,0.4782608695652174,25
1561,72,194,False,71,146,35,31,12,29,25,0,10,59,18330,2.3225806451612905,1.4516129032258065,4.709677419354839,0.8064516129032258,29
1562,26,141,False,35,12,32,10,0,8,9,0,4,75,7004,2.6,3.6,1.2,0.9,74
1563,30,111,False,55,26,22,15,7,9,10,0,20,63,8795,2.0,2.8,1.7333333333333334,0.6666666666666666,28
1564,68,132,False,168,58,9,14,0,9,9,0,8,83,9176,4.857142857142857,1.2142857142857142,4.142857142857143,0.6428571428571429,146
1565,67,192,False,185,144,18,39,4,19,22,0,2,90,16812,1.7179487179487178,0.5128205128205128,3.6923076923076925,0.5641025641025641,12
1566,36,123,False,84,74,52,20,0,10,20,3,2,65,13891,1.8,2.7,3.7,1.0,16
1568,66,109,False,153,12,0,19,0,7,15,8,0,63,13564,3.473684210526316,0.0,0.631578947368421,0.7894736842105263,189
1569,29,1,False,71,36,23,10,5,5,9,0,10,66,7594,2.9,3.3,3.6,0.9,10
1570,68,163,False,240,411,6,40,0,17,20,0,6,80,23752,1.7,0.3,10.275,0.5,40
1571,73,132,False,144,220,8,41,8,9,7,4,4,51,14358,1.7804878048780488,0.2926829268292683,5.365853658536586,0.17073170731707318,34
1572,43,1,False,120,34,23,11,2,7,6,0,10,35,7916,3.909090909090909,3.0,3.090909090909091,0.5454545454545454,12
1573,43,28,False,152,44,25,23,21,22,26,6,58,80,14083,1.8695652173913044,3.608695652173913,1.9130434782608696,1.1304347826086956,22
1574,63,186,False,209,86,20,21,22,18,33,7,16,61,12175,3.0,1.7142857142857142,4.095238095238095,1.5714285714285714,133
1575,53,178,False,121,79,0,29,13,7,6,0,2,119,15541,1.8275862068965518,0.06896551724137931,2.7241379310344827,0.20689655172413793,8
1576,61,126,False,92,18,109,28,17,15,27,3,30,67,19009,2.1785714285714284,4.964285714285714,0.6428571428571429,0.9642857142857143,20
1577,47,157,False,88,50,93,25,11,17,10,0,4,65,11827,1.88,3.88,2.0,0.4,5
1578,55,151,False,211,52,68,26,45,11,28,0,22,51,14538,2.1153846153846154,3.4615384615384617,2.0,1.0769230769230769,1
1579,29,90,False,32,170,9,27,0,6,7,0,0,76,11267,1.0740740740740742,0.3333333333333333,6.296296296296297,0.25925925925925924,58
1580,46,209,False,85,512,33,57,0,13,28,8,0,85,25797,0.8070175438596491,0.5789473684210527,8.982456140350877,0.49122807017543857,25
1581,48,214,False,116,72,32,22,0,9,19,5,0,73,19222,2.1818181818181817,1.4545454545454546,3.272727272727273,0.8636363636363636,11
1582,38,113,False,43,268,21,21,6,11,16,0,0,87,11962,1.8095238095238095,1.0,12.761904761904763,0.7619047619047619,68
1583,31,151,False,104,50,33,17,3,8,16,1,2,102,9039,1.8235294117647058,2.0588235294117645,2.9411764705882355,0.9411764705882353,12
1584,43,614,False,212,104,71,25,11,12,15,0,4,66,14037,1.72,3.0,4.16,0.6,37
1585,29,197,False,51,29,28,19,0,9,11,0,14,38,9808,1.5263157894736843,2.210526315789474,1.5263157894736843,0.5789473684210527,3
1586,64,127,False,102,26,30,15,0,8,9,0,0,51,9459,4.266666666666667,2.0,1.7333333333333334,0.6,13
1588,27,174,True,29,192,34,24,3,9,17,2,0,87,11760,1.125,1.4166666666666667,8.0,0.7083333333333334,7
1589,36,182,False,92,108,50,20,0,15,15,0,6,100,9588,1.8,2.8,5.4,0.75,53
1590,30,178,True,33,114,14,16,1,19,14,0,0,101,9651,1.875,0.875,7.125,0.875,3
1591,46,186,False,58,26,15,12,11,8,10,0,4,79,8229,3.8333333333333335,1.5833333333333333,2.1666666666666665,0.8333333333333334,27
1592,56,157,False,433,259,111,22,43,50,42,0,32,69,12241,2.5454545454545454,6.5,11.772727272727273,1.9090909090909092,1
1593,65,28,False,12,0,3,21,0,5,11,4,2,73,12851,3.0952380952380953,0.23809523809523808,0.0,0.5238095238095238,14
1594,47,127,False,70,158,46,25,0,17,22,0,10,99,12655,1.88,2.24,6.32,0.88,14
1595,92,190,False,207,114,30,27,33,14,8,0,6,72,22040,3.4074074074074074,1.3333333333333333,4.222222222222222,0.2962962962962963,177
1596,36,122,False,36,48,16,19,8,10,10,0,0,38,11639,1.894736842105263,0.8421052631578947,2.526315789473684,0.5263157894736842,25
1597,27,176,False,32,58,25,9,3,6,9,0,12,31,6576,3.0,4.111111111111111,6.444444444444445,1.0,8
1598,87,147,False,305,2,7,15,12,11,11,0,18,88,10054,5.8,1.6666666666666667,0.13333333333333333,0.7333333333333333,577
1599,87,170,False,133,8,35,18,19,10,17,0,26,64,10500,4.833333333333333,3.388888888888889,0.4444444444444444,0.9444444444444444,23
1601,49,134,False,50,14,48,19,0,7,8,3,8,96,12198,2.5789473684210527,2.9473684210526314,0.7368421052631579,0.42105263157894735,5
1602,49,107,False,46,28,9,10,0,7,9,5,6,78,7202,4.9,1.5,2.8,0.9,14
1603,42,236,False,154,280,0,46,41,16,21,12,2,69,21789,0.9130434782608695,0.043478260869565216,6.086956521739131,0.45652173913043476,109
1604,30,97,False,21,168,224,21,0,15,9,5,0,90,10527,1.4285714285714286,10.666666666666666,8.0,0.42857142857142855,137
1605,54,155,False,163,73,9,16,0,10,17,0,4,108,10542,3.375,0.8125,4.5625,1.0625,13
1606,75,214,False,94,712,5,72,0,12,10,0,0,86,23931,1.0416666666666667,0.06944444444444445,9.88888888888889,0.1388888888888889,42
1607,54,185,False,76,102,41,27,0,11,24,0,18,81,11864,2.0,2.185185185185185,3.7777777777777777,0.8888888888888888,55
1608,43,124,False,109,39,36,14,10,6,8,0,2,61,7648,3.0714285714285716,2.7142857142857144,2.7857142857142856,0.5714285714285714,593
